"reason"	"schemaname"	"tablename"	"indexname"	"index_scan_pct"	"scans_per_write"	"index_size"	"table_size"
"Never Used Indexes"	"public"	"reports_clean_20140609"	"reports_clean_20140609_address_id"	0.00	0.00	"62 MB"	"478 MB"
"Never Used Indexes"	"public"	"reports_clean_20140310"	"reports_clean_20140310_domain_id"	0.00	0.00	"62 MB"	"519 MB"
"Never Used Indexes"	"public"	"reports_clean_20140303"	"reports_clean_20140303_domain_id"	0.00	0.00	"62 MB"	"518 MB"
"Never Used Indexes"	"public"	"reports_clean_20140512"	"reports_clean_20140512_address_id"	0.00	0.00	"62 MB"	"475 MB"
"Never Used Indexes"	"public"	"reports_clean_20120227"	"reports_clean_20120227_process_type"	0.00	0.00	"62 MB"	"371 MB"
"Never Used Indexes"	"public"	"reports_clean_20120227"	"reports_clean_20120227_arch_cores"	0.00	0.00	"62 MB"	"371 MB"
"Never Used Indexes"	"public"	"reports_clean_20130826"	"reports_clean_20130826_os_name"	0.00	0.00	"62 MB"	"469 MB"
"Never Used Indexes"	"public"	"reports_clean_20140224"	"reports_clean_20140224_product_version_id"	0.00	0.00	"62 MB"	"503 MB"
"Never Used Indexes"	"public"	"reports_clean_20140707"	"reports_clean_20140707_domain_id"	0.00	0.00	"62 MB"	"480 MB"
"Never Used Indexes"	"public"	"reports_clean_20140609"	"reports_clean_20140609_domain_id"	0.00	0.00	"62 MB"	"478 MB"
"Never Used Indexes"	"public"	"reports_clean_20120227"	"reports_clean_20120227_flash_version_id"	0.00	0.00	"62 MB"	"371 MB"
"Never Used Indexes"	"public"	"reports_clean_20140804"	"reports_clean_20140804_domain_id"	0.00	0.00	"62 MB"	"476 MB"
"Never Used Indexes"	"public"	"reports_clean_20130826"	"reports_clean_20130826_process_type"	0.00	0.00	"62 MB"	"469 MB"
"Never Used Indexes"	"public"	"reports_clean_20140804"	"reports_clean_20140804_address_id"	0.00	0.00	"62 MB"	"476 MB"
"Never Used Indexes"	"public"	"reports_clean_20111114"	"reports_clean_20111114_os_name"	0.00	0.00	"62 MB"	"334 MB"
"Never Used Indexes"	"public"	"reports_clean_20111114"	"reports_clean_20111114_signature_id"	0.00	0.00	"62 MB"	"334 MB"
"Never Used Indexes"	"public"	"reports_clean_20111114"	"reports_clean_20111114_product_version_id"	0.00	0.00	"62 MB"	"334 MB"
"Never Used Indexes"	"public"	"reports_clean_20120227"	"reports_clean_20120227_release_channel"	0.00	0.00	"62 MB"	"371 MB"
"Never Used Indexes"	"public"	"reports_clean_20140428"	"reports_clean_20140428_signature_id"	0.00	0.00	"62 MB"	"461 MB"
"Never Used Indexes"	"public"	"reports_clean_20140421"	"reports_clean_20140421_signature_id"	0.00	0.00	"62 MB"	"460 MB"
"Never Used Indexes"	"public"	"reports_clean_20140728"	"reports_clean_20140728_domain_id"	0.00	0.00	"62 MB"	"476 MB"
"Never Used Indexes"	"public"	"reports_clean_20130826"	"reports_clean_20130826_os_version_id"	0.00	0.00	"62 MB"	"469 MB"
"Never Used Indexes"	"public"	"reports_clean_20140825"	"reports_clean_20140825_flash_version_id"	0.00	0.00	"62 MB"	"492 MB"
"Never Used Indexes"	"public"	"reports_clean_20140310"	"reports_clean_20140310_product_version_id"	0.00	0.00	"62 MB"	"519 MB"
"Never Used Indexes"	"public"	"reports_clean_20140721"	"reports_clean_20140721_address_id"	0.00	0.00	"62 MB"	"470 MB"
"Never Used Indexes"	"public"	"reports_20140929"	"reports_20140929_reason"	0.00	0.00	"62 MB"	"1115 MB"
"Never Used Indexes"	"public"	"reports_clean_20140526"	"reports_clean_20140526_address_id"	0.00	0.00	"62 MB"	"471 MB"
"Never Used Indexes"	"public"	"reports_clean_20140505"	"reports_clean_20140505_domain_id"	0.00	0.00	"62 MB"	"477 MB"
"Never Used Indexes"	"public"	"reports_clean_20130826"	"reports_clean_20130826_flash_version_id"	0.00	0.00	"62 MB"	"469 MB"
"Never Used Indexes"	"public"	"reports_clean_20140224"	"reports_clean_20140224_arch_cores"	0.00	0.00	"62 MB"	"503 MB"
"Never Used Indexes"	"public"	"reports_clean_20140825"	"reports_clean_20140825_build_type"	0.00	0.00	"62 MB"	"492 MB"
"Never Used Indexes"	"public"	"reports_clean_20130826"	"reports_clean_20130826_release_channel"	0.00	0.00	"62 MB"	"469 MB"
"Never Used Indexes"	"public"	"reports_clean_20140825"	"reports_clean_20140825_process_type"	0.00	0.00	"62 MB"	"492 MB"
"Never Used Indexes"	"public"	"reports_clean_20120227"	"reports_clean_20120227_os_version_id"	0.00	0.00	"62 MB"	"371 MB"
"Never Used Indexes"	"public"	"reports_clean_20120227"	"reports_clean_20120227_product_version_id"	0.00	0.00	"62 MB"	"371 MB"
"Never Used Indexes"	"public"	"reports_clean_20140224"	"reports_clean_20140224_os_name"	0.00	0.00	"62 MB"	"503 MB"
"Never Used Indexes"	"public"	"reports_clean_20140512"	"reports_clean_20140512_domain_id"	0.00	0.00	"62 MB"	"475 MB"
"Never Used Indexes"	"public"	"reports_clean_20140825"	"reports_clean_20140825_os_version_id"	0.00	0.00	"62 MB"	"492 MB"
"Never Used Indexes"	"public"	"reports_clean_20140714"	"reports_clean_20140714_signature_id"	0.00	0.00	"62 MB"	"459 MB"
"Never Used Indexes"	"public"	"reports_clean_20140602"	"reports_clean_20140602_address_id"	0.00	0.00	"62 MB"	"472 MB"
"Never Used Indexes"	"public"	"reports_clean_20140721"	"reports_clean_20140721_domain_id"	0.00	0.00	"62 MB"	"470 MB"
"Never Used Indexes"	"public"	"reports_clean_20120430"	"reports_clean_20120430_domain_id"	0.00	0.00	"62 MB"	"396 MB"
"Never Used Indexes"	"public"	"reports_clean_20140519"	"reports_clean_20140519_domain_id"	0.00	0.00	"62 MB"	"470 MB"
"Never Used Indexes"	"public"	"reports_clean_20120430"	"reports_clean_20120430_signature_id"	0.00	0.00	"62 MB"	"396 MB"
"Never Used Indexes"	"public"	"reports_clean_20111121"	"reports_clean_20111121_hang_id"	0.00	0.00	"62 MB"	"324 MB"
"Never Used Indexes"	"public"	"reports_clean_20140331"	"reports_clean_20140331_address_id"	0.00	0.00	"62 MB"	"504 MB"
"Never Used Indexes"	"public"	"reports_clean_20140519"	"reports_clean_20140519_address_id"	0.00	0.00	"62 MB"	"470 MB"
"Never Used Indexes"	"public"	"reports_clean_20140310"	"reports_clean_20140310_arch_cores"	0.00	0.00	"62 MB"	"519 MB"
"Never Used Indexes"	"public"	"reports_clean_20111114"	"reports_clean_20111114_release_channel"	0.00	0.00	"61 MB"	"334 MB"
"Never Used Indexes"	"public"	"reports_clean_20111114"	"reports_clean_20111114_flash_version_id"	0.00	0.00	"61 MB"	"334 MB"
"Never Used Indexes"	"public"	"reports_clean_20140224"	"reports_clean_20140224_flash_version_id"	0.00	0.00	"61 MB"	"503 MB"
"Never Used Indexes"	"public"	"reports_clean_20111114"	"reports_clean_20111114_os_version_id"	0.00	0.00	"61 MB"	"334 MB"
"Never Used Indexes"	"public"	"reports_clean_20111114"	"reports_clean_20111114_process_type"	0.00	0.00	"61 MB"	"334 MB"
"Never Used Indexes"	"public"	"reports_clean_20140224"	"reports_clean_20140224_build_type"	0.00	0.00	"61 MB"	"503 MB"
"Never Used Indexes"	"public"	"reports_clean_20140602"	"reports_clean_20140602_domain_id"	0.00	0.00	"61 MB"	"472 MB"
"Never Used Indexes"	"public"	"reports_clean_20140310"	"reports_clean_20140310_os_name"	0.00	0.00	"61 MB"	"519 MB"
"Never Used Indexes"	"public"	"reports_clean_20140526"	"reports_clean_20140526_domain_id"	0.00	0.00	"61 MB"	"471 MB"
"Never Used Indexes"	"public"	"reports_clean_20140310"	"reports_clean_20140310_os_version_id"	0.00	0.00	"61 MB"	"519 MB"
"Never Used Indexes"	"public"	"reports_clean_20140224"	"reports_clean_20140224_process_type"	0.00	0.00	"61 MB"	"503 MB"
"Never Used Indexes"	"public"	"reports_clean_20140303"	"reports_clean_20140303_product_version_id"	0.00	0.00	"61 MB"	"518 MB"
"Never Used Indexes"	"public"	"reports_clean_20140310"	"reports_clean_20140310_flash_version_id"	0.00	0.00	"61 MB"	"519 MB"
"Never Used Indexes"	"public"	"reports_clean_20140310"	"reports_clean_20140310_build_type"	0.00	0.00	"61 MB"	"519 MB"
"Never Used Indexes"	"public"	"reports_clean_20140414"	"reports_clean_20140414_signature_id"	0.00	0.00	"61 MB"	"452 MB"
"Never Used Indexes"	"public"	"reports_clean_20131230"	"reports_clean_20131230_address_id"	0.00	0.00	"61 MB"	"465 MB"
"Never Used Indexes"	"public"	"reports_clean_20120430"	"reports_clean_20120430_address_id"	0.00	0.00	"61 MB"	"396 MB"
"Never Used Indexes"	"public"	"reports_clean_20140331"	"reports_clean_20140331_domain_id"	0.00	0.00	"61 MB"	"504 MB"
"Never Used Indexes"	"public"	"reports_clean_20131223"	"reports_clean_20131223_address_id"	0.00	0.00	"61 MB"	"462 MB"
"Never Used Indexes"	"public"	"reports_clean_20140303"	"reports_clean_20140303_flash_version_id"	0.00	0.00	"61 MB"	"518 MB"
"Never Used Indexes"	"public"	"reports_clean_20140609"	"reports_clean_20140609_product_version_id"	0.00	0.00	"61 MB"	"478 MB"
"Never Used Indexes"	"public"	"reports_clean_20140224"	"reports_clean_20140224_os_version_id"	0.00	0.00	"61 MB"	"503 MB"
"Never Used Indexes"	"public"	"reports_clean_20140303"	"reports_clean_20140303_arch_cores"	0.00	0.00	"61 MB"	"518 MB"
"Never Used Indexes"	"public"	"reports_clean_20140707"	"reports_clean_20140707_os_name"	0.00	0.00	"61 MB"	"480 MB"
"Never Used Indexes"	"public"	"reports_clean_20140707"	"reports_clean_20140707_arch_cores"	0.00	0.00	"61 MB"	"480 MB"
"Never Used Indexes"	"public"	"reports_clean_20140505"	"reports_clean_20140505_arch_cores"	0.00	0.00	"61 MB"	"477 MB"
"Never Used Indexes"	"public"	"reports_clean_20140505"	"reports_clean_20140505_product_version_id"	0.00	0.00	"61 MB"	"477 MB"
"Never Used Indexes"	"public"	"reports_clean_20140804"	"reports_clean_20140804_product_version_id"	0.00	0.00	"61 MB"	"476 MB"
"Never Used Indexes"	"public"	"reports_clean_20140609"	"reports_clean_20140609_arch_cores"	0.00	0.00	"61 MB"	"478 MB"
"Never Used Indexes"	"public"	"reports_clean_20140804"	"reports_clean_20140804_arch_cores"	0.00	0.00	"61 MB"	"476 MB"
"Never Used Indexes"	"public"	"reports_clean_20140303"	"reports_clean_20140303_os_name"	0.00	0.00	"61 MB"	"518 MB"
"Never Used Indexes"	"public"	"reports_clean_20140804"	"reports_clean_20140804_flash_version_id"	0.00	0.00	"61 MB"	"476 MB"
"Never Used Indexes"	"public"	"reports_clean_20140303"	"reports_clean_20140303_process_type"	0.00	0.00	"61 MB"	"518 MB"
"Never Used Indexes"	"public"	"reports_clean_20140707"	"reports_clean_20140707_product_version_id"	0.00	0.00	"61 MB"	"480 MB"
"Never Used Indexes"	"public"	"reports_clean_20140407"	"reports_clean_20140407_address_id"	0.00	0.00	"61 MB"	"489 MB"
"Never Used Indexes"	"public"	"reports_clean_20140512"	"reports_clean_20140512_product_version_id"	0.00	0.00	"61 MB"	"475 MB"
"Never Used Indexes"	"public"	"reports_clean_20140407"	"reports_clean_20140407_domain_id"	0.00	0.00	"61 MB"	"489 MB"
"Never Used Indexes"	"public"	"reports_clean_20140310"	"reports_clean_20140310_process_type"	0.00	0.00	"61 MB"	"519 MB"
"Never Used Indexes"	"public"	"reports_clean_20140721"	"reports_clean_20140721_product_version_id"	0.00	0.00	"61 MB"	"470 MB"
"Never Used Indexes"	"public"	"reports_clean_20140728"	"reports_clean_20140728_product_version_id"	0.00	0.00	"61 MB"	"476 MB"
"Never Used Indexes"	"public"	"reports_clean_20140728"	"reports_clean_20140728_arch_cores"	0.00	0.00	"61 MB"	"476 MB"
"Never Used Indexes"	"public"	"reports_clean_20140707"	"reports_clean_20140707_build_type"	0.00	0.00	"61 MB"	"480 MB"
"Never Used Indexes"	"public"	"reports_clean_20140303"	"reports_clean_20140303_os_version_id"	0.00	0.00	"61 MB"	"518 MB"
"Never Used Indexes"	"public"	"reports_clean_20140602"	"reports_clean_20140602_arch_cores"	0.00	0.00	"61 MB"	"472 MB"
"Never Used Indexes"	"public"	"reports_clean_20140602"	"reports_clean_20140602_product_version_id"	0.00	0.00	"61 MB"	"472 MB"
"Never Used Indexes"	"public"	"reports_clean_20140303"	"reports_clean_20140303_build_type"	0.00	0.00	"61 MB"	"518 MB"
"Never Used Indexes"	"public"	"reports_clean_20140707"	"reports_clean_20140707_process_type"	0.00	0.00	"61 MB"	"480 MB"
"Never Used Indexes"	"public"	"reports_clean_20140804"	"reports_clean_20140804_os_name"	0.00	0.00	"61 MB"	"476 MB"
"Never Used Indexes"	"public"	"reports_clean_20140609"	"reports_clean_20140609_build_type"	0.00	0.00	"61 MB"	"478 MB"
"Never Used Indexes"	"public"	"reports_clean_20140609"	"reports_clean_20140609_os_name"	0.00	0.00	"61 MB"	"478 MB"
"Never Used Indexes"	"public"	"reports_clean_20140512"	"reports_clean_20140512_arch_cores"	0.00	0.00	"61 MB"	"475 MB"
"Never Used Indexes"	"public"	"reports_clean_20140505"	"reports_clean_20140505_flash_version_id"	0.00	0.00	"60 MB"	"477 MB"
"Never Used Indexes"	"public"	"reports_clean_20140707"	"reports_clean_20140707_flash_version_id"	0.00	0.00	"60 MB"	"480 MB"
"Never Used Indexes"	"public"	"reports_clean_20140728"	"reports_clean_20140728_os_name"	0.00	0.00	"60 MB"	"476 MB"
"Never Used Indexes"	"public"	"reports_clean_20131230"	"reports_clean_20131230_domain_id"	0.00	0.00	"60 MB"	"465 MB"
"Never Used Indexes"	"public"	"reports_clean_20140428"	"reports_clean_20140428_address_id"	0.00	0.00	"60 MB"	"461 MB"
"Never Used Indexes"	"public"	"reports_clean_20140728"	"reports_clean_20140728_flash_version_id"	0.00	0.00	"60 MB"	"476 MB"
"Never Used Indexes"	"public"	"reports_clean_20140804"	"reports_clean_20140804_os_version_id"	0.00	0.00	"60 MB"	"476 MB"
"Never Used Indexes"	"public"	"reports_clean_20140526"	"reports_clean_20140526_product_version_id"	0.00	0.00	"60 MB"	"471 MB"
"Never Used Indexes"	"public"	"reports_clean_20140721"	"reports_clean_20140721_arch_cores"	0.00	0.00	"60 MB"	"470 MB"
"Never Used Indexes"	"public"	"reports_clean_20140804"	"reports_clean_20140804_build_type"	0.00	0.00	"60 MB"	"476 MB"
"Never Used Indexes"	"public"	"reports_clean_20140505"	"reports_clean_20140505_os_name"	0.00	0.00	"60 MB"	"477 MB"
"Never Used Indexes"	"public"	"reports_clean_20140609"	"reports_clean_20140609_flash_version_id"	0.00	0.00	"60 MB"	"478 MB"
"Never Used Indexes"	"public"	"reports_clean_20140707"	"reports_clean_20140707_os_version_id"	0.00	0.00	"60 MB"	"480 MB"
"Never Used Indexes"	"public"	"reports_clean_20140512"	"reports_clean_20140512_flash_version_id"	0.00	0.00	"60 MB"	"475 MB"
"Never Used Indexes"	"public"	"reports_clean_20140714"	"reports_clean_20140714_address_id"	0.00	0.00	"60 MB"	"459 MB"
"Never Used Indexes"	"public"	"reports_clean_20140728"	"reports_clean_20140728_os_version_id"	0.00	0.00	"60 MB"	"476 MB"
"Never Used Indexes"	"public"	"reports_clean_20140804"	"reports_clean_20140804_process_type"	0.00	0.00	"60 MB"	"476 MB"
"Never Used Indexes"	"public"	"reports_clean_20140728"	"reports_clean_20140728_build_type"	0.00	0.00	"60 MB"	"476 MB"
"Never Used Indexes"	"public"	"reports_clean_20111114"	"reports_clean_20111114_domain_id"	0.00	0.00	"60 MB"	"334 MB"
"Never Used Indexes"	"public"	"reports_clean_20140609"	"reports_clean_20140609_os_version_id"	0.00	0.00	"60 MB"	"478 MB"
"Never Used Indexes"	"public"	"reports_clean_20140609"	"reports_clean_20140609_process_type"	0.00	0.00	"60 MB"	"478 MB"
"Never Used Indexes"	"public"	"reports_clean_20140505"	"reports_clean_20140505_build_type"	0.00	0.00	"60 MB"	"477 MB"
"Never Used Indexes"	"public"	"reports_clean_20140407"	"reports_clean_20140407_product_version_id"	0.00	0.00	"60 MB"	"489 MB"
"Never Used Indexes"	"public"	"reports_clean_20140512"	"reports_clean_20140512_os_name"	0.00	0.00	"60 MB"	"475 MB"
"Never Used Indexes"	"public"	"reports_clean_20140526"	"reports_clean_20140526_arch_cores"	0.00	0.00	"60 MB"	"471 MB"
"Never Used Indexes"	"public"	"reports_clean_20140519"	"reports_clean_20140519_product_version_id"	0.00	0.00	"60 MB"	"470 MB"
"Never Used Indexes"	"public"	"reports_clean_20140421"	"reports_clean_20140421_domain_id"	0.00	0.00	"60 MB"	"460 MB"
"Never Used Indexes"	"public"	"reports_clean_20140428"	"reports_clean_20140428_domain_id"	0.00	0.00	"60 MB"	"461 MB"
"Never Used Indexes"	"public"	"reports_clean_20140505"	"reports_clean_20140505_os_version_id"	0.00	0.00	"60 MB"	"477 MB"
"Never Used Indexes"	"public"	"reports_clean_20140331"	"reports_clean_20140331_product_version_id"	0.00	0.00	"60 MB"	"504 MB"
"Never Used Indexes"	"public"	"reports_clean_20140512"	"reports_clean_20140512_os_version_id"	0.00	0.00	"60 MB"	"475 MB"
"Never Used Indexes"	"public"	"reports_clean_20140728"	"reports_clean_20140728_process_type"	0.00	0.00	"60 MB"	"476 MB"
"Never Used Indexes"	"public"	"reports_clean_20140721"	"reports_clean_20140721_os_name"	0.00	0.00	"60 MB"	"470 MB"
"Never Used Indexes"	"public"	"reports_clean_20140421"	"reports_clean_20140421_address_id"	0.00	0.00	"60 MB"	"460 MB"
"Never Used Indexes"	"public"	"reports_clean_20131223"	"reports_clean_20131223_domain_id"	0.00	0.00	"60 MB"	"462 MB"
"Never Used Indexes"	"public"	"reports_clean_20140519"	"reports_clean_20140519_arch_cores"	0.00	0.00	"60 MB"	"470 MB"
"Never Used Indexes"	"public"	"reports_clean_20140602"	"reports_clean_20140602_flash_version_id"	0.00	0.00	"60 MB"	"472 MB"
"Never Used Indexes"	"public"	"reports_clean_20120227"	"reports_clean_20120227_signature_id"	0.00	0.00	"60 MB"	"371 MB"
"Never Used Indexes"	"public"	"reports_clean_20140505"	"reports_clean_20140505_process_type"	0.00	0.00	"60 MB"	"477 MB"
"Never Used Indexes"	"public"	"reports_clean_20140602"	"reports_clean_20140602_os_name"	0.00	0.00	"60 MB"	"472 MB"
"Never Used Indexes"	"public"	"reports_clean_20131230"	"reports_clean_20131230_product_version_id"	0.00	0.00	"60 MB"	"465 MB"
"Never Used Indexes"	"public"	"reports_clean_20140714"	"reports_clean_20140714_domain_id"	0.00	0.00	"60 MB"	"459 MB"
"Never Used Indexes"	"public"	"reports_clean_20140512"	"reports_clean_20140512_build_type"	0.00	0.00	"60 MB"	"475 MB"
"Never Used Indexes"	"public"	"reports_clean_20120227"	"reports_clean_20120227_domain_id"	0.00	0.00	"60 MB"	"371 MB"
"Never Used Indexes"	"public"	"reports_clean_20140526"	"reports_clean_20140526_flash_version_id"	0.00	0.00	"60 MB"	"471 MB"
"Never Used Indexes"	"public"	"reports_clean_20140512"	"reports_clean_20140512_process_type"	0.00	0.00	"60 MB"	"475 MB"
"Never Used Indexes"	"public"	"reports_clean_20140407"	"reports_clean_20140407_arch_cores"	0.00	0.00	"60 MB"	"489 MB"
"Never Used Indexes"	"public"	"reports_clean_20140519"	"reports_clean_20140519_flash_version_id"	0.00	0.00	"60 MB"	"470 MB"
"Never Used Indexes"	"public"	"reports_clean_20120326"	"reports_clean_20120326_signature_id"	0.00	0.00	"60 MB"	"422 MB"
"Never Used Indexes"	"public"	"reports_clean_20140721"	"reports_clean_20140721_process_type"	0.00	0.00	"60 MB"	"470 MB"
"Never Used Indexes"	"public"	"reports_clean_20140526"	"reports_clean_20140526_os_name"	0.00	0.00	"60 MB"	"471 MB"
"Never Used Indexes"	"public"	"reports_clean_20140526"	"reports_clean_20140526_build_type"	0.00	0.00	"60 MB"	"471 MB"
"Never Used Indexes"	"public"	"reports_clean_20140602"	"reports_clean_20140602_process_type"	0.00	0.00	"60 MB"	"472 MB"
"Never Used Indexes"	"public"	"reports_clean_20140331"	"reports_clean_20140331_os_name"	0.00	0.00	"60 MB"	"504 MB"
"Never Used Indexes"	"public"	"reports_clean_20140519"	"reports_clean_20140519_os_name"	0.00	0.00	"60 MB"	"470 MB"
"Never Used Indexes"	"public"	"reports_clean_20140602"	"reports_clean_20140602_os_version_id"	0.00	0.00	"60 MB"	"472 MB"
"Never Used Indexes"	"public"	"reports_clean_20140331"	"reports_clean_20140331_arch_cores"	0.00	0.00	"60 MB"	"504 MB"
"Never Used Indexes"	"public"	"reports_clean_20140602"	"reports_clean_20140602_build_type"	0.00	0.00	"60 MB"	"472 MB"
"Never Used Indexes"	"public"	"reports_clean_20111128"	"reports_clean_20111128_hang_id"	0.00	0.00	"60 MB"	"315 MB"
"Never Used Indexes"	"public"	"reports_clean_20131223"	"reports_clean_20131223_product_version_id"	0.00	0.00	"60 MB"	"462 MB"
"Never Used Indexes"	"public"	"reports_clean_20140721"	"reports_clean_20140721_flash_version_id"	0.00	0.00	"59 MB"	"470 MB"
"Never Used Indexes"	"public"	"reports_clean_20140721"	"reports_clean_20140721_build_type"	0.00	0.00	"59 MB"	"470 MB"
"Never Used Indexes"	"public"	"reports_clean_20140526"	"reports_clean_20140526_process_type"	0.00	0.00	"59 MB"	"471 MB"
"Never Used Indexes"	"public"	"reports_clean_20140407"	"reports_clean_20140407_os_name"	0.00	0.00	"59 MB"	"489 MB"
"Never Used Indexes"	"public"	"reports_clean_20140526"	"reports_clean_20140526_os_version_id"	0.00	0.00	"59 MB"	"471 MB"
"Never Used Indexes"	"public"	"reports_clean_20131230"	"reports_clean_20131230_arch_cores"	0.00	0.00	"59 MB"	"465 MB"
"Never Used Indexes"	"public"	"reports_clean_20111114"	"reports_clean_20111114_address_id"	0.00	0.00	"59 MB"	"334 MB"
"Never Used Indexes"	"public"	"reports_clean_20140721"	"reports_clean_20140721_os_version_id"	0.00	0.00	"59 MB"	"470 MB"
"Never Used Indexes"	"public"	"reports_clean_20140519"	"reports_clean_20140519_process_type"	0.00	0.00	"59 MB"	"470 MB"
"Never Used Indexes"	"public"	"reports_clean_20131230"	"reports_clean_20131230_os_name"	0.00	0.00	"59 MB"	"465 MB"
"Never Used Indexes"	"public"	"reports_clean_20140421"	"reports_clean_20140421_product_version_id"	0.00	0.00	"59 MB"	"460 MB"
"Never Used Indexes"	"public"	"reports_clean_20131230"	"reports_clean_20131230_os_version_id"	0.00	0.00	"59 MB"	"465 MB"
"Never Used Indexes"	"public"	"reports_clean_20140519"	"reports_clean_20140519_os_version_id"	0.00	0.00	"59 MB"	"470 MB"
"Never Used Indexes"	"public"	"reports_clean_20131230"	"reports_clean_20131230_flash_version_id"	0.00	0.00	"59 MB"	"465 MB"
"Never Used Indexes"	"public"	"reports_clean_20140407"	"reports_clean_20140407_flash_version_id"	0.00	0.00	"59 MB"	"489 MB"
"Never Used Indexes"	"public"	"reports_clean_20131230"	"reports_clean_20131230_process_type"	0.00	0.00	"59 MB"	"465 MB"
"Never Used Indexes"	"public"	"reports_clean_20140331"	"reports_clean_20140331_build_type"	0.00	0.00	"59 MB"	"504 MB"
"Never Used Indexes"	"public"	"reports_clean_20131230"	"reports_clean_20131230_release_channel"	0.00	0.00	"59 MB"	"465 MB"
"Never Used Indexes"	"public"	"reports_clean_20140519"	"reports_clean_20140519_build_type"	0.00	0.00	"59 MB"	"470 MB"
"Never Used Indexes"	"public"	"reports_clean_20140407"	"reports_clean_20140407_build_type"	0.00	0.00	"59 MB"	"489 MB"
"Never Used Indexes"	"public"	"reports_clean_20140407"	"reports_clean_20140407_os_version_id"	0.00	0.00	"59 MB"	"489 MB"
"Never Used Indexes"	"public"	"reports_clean_20140331"	"reports_clean_20140331_flash_version_id"	0.00	0.00	"59 MB"	"504 MB"
"Never Used Indexes"	"public"	"reports_clean_20140407"	"reports_clean_20140407_process_type"	0.00	0.00	"59 MB"	"489 MB"
"Never Used Indexes"	"public"	"reports_clean_20140414"	"reports_clean_20140414_address_id"	0.00	0.00	"59 MB"	"452 MB"
"Never Used Indexes"	"public"	"reports_clean_20140428"	"reports_clean_20140428_product_version_id"	0.00	0.00	"59 MB"	"461 MB"
"Never Used Indexes"	"public"	"reports_clean_20140331"	"reports_clean_20140331_process_type"	0.00	0.00	"59 MB"	"504 MB"
"Never Used Indexes"	"public"	"reports_clean_20140714"	"reports_clean_20140714_product_version_id"	0.00	0.00	"59 MB"	"459 MB"
"Never Used Indexes"	"public"	"reports_clean_20131223"	"reports_clean_20131223_arch_cores"	0.00	0.00	"59 MB"	"462 MB"
"Never Used Indexes"	"public"	"reports_clean_20131223"	"reports_clean_20131223_os_name"	0.00	0.00	"59 MB"	"462 MB"
"Never Used Indexes"	"public"	"reports_clean_20140414"	"reports_clean_20140414_domain_id"	0.00	0.00	"59 MB"	"452 MB"
"Never Used Indexes"	"public"	"processed_crashes_20140908"	"processed_crashes_20140908_date_processed"	0.00	0.00	"59 MB"	"323 MB"
"Never Used Indexes"	"public"	"reports_clean_20140331"	"reports_clean_20140331_os_version_id"	0.00	0.00	"59 MB"	"504 MB"
"Never Used Indexes"	"public"	"reports_clean_20140714"	"reports_clean_20140714_arch_cores"	0.00	0.00	"59 MB"	"459 MB"
"Never Used Indexes"	"public"	"reports_clean_20140428"	"reports_clean_20140428_os_name"	0.00	0.00	"59 MB"	"461 MB"
"Never Used Indexes"	"public"	"reports_clean_20131223"	"reports_clean_20131223_process_type"	0.00	0.00	"59 MB"	"462 MB"
"Never Used Indexes"	"public"	"reports_clean_20140714"	"reports_clean_20140714_flash_version_id"	0.00	0.00	"59 MB"	"459 MB"
"Never Used Indexes"	"public"	"reports_clean_20131223"	"reports_clean_20131223_release_channel"	0.00	0.00	"59 MB"	"462 MB"
"Never Used Indexes"	"public"	"reports_clean_20131223"	"reports_clean_20131223_flash_version_id"	0.00	0.00	"59 MB"	"462 MB"
"Never Used Indexes"	"public"	"reports_clean_20140421"	"reports_clean_20140421_arch_cores"	0.00	0.00	"58 MB"	"460 MB"
"Never Used Indexes"	"public"	"reports_clean_20131223"	"reports_clean_20131223_os_version_id"	0.00	0.00	"58 MB"	"462 MB"
"Never Used Indexes"	"public"	"reports_clean_20140428"	"reports_clean_20140428_arch_cores"	0.00	0.00	"58 MB"	"461 MB"
"Never Used Indexes"	"public"	"reports_clean_20140714"	"reports_clean_20140714_os_name"	0.00	0.00	"58 MB"	"459 MB"
"Never Used Indexes"	"public"	"reports_clean_20140428"	"reports_clean_20140428_flash_version_id"	0.00	0.00	"58 MB"	"461 MB"
"Never Used Indexes"	"public"	"reports_clean_20140714"	"reports_clean_20140714_os_version_id"	0.00	0.00	"58 MB"	"459 MB"
"Never Used Indexes"	"public"	"reports_clean_20140714"	"reports_clean_20140714_build_type"	0.00	0.00	"58 MB"	"459 MB"
"Never Used Indexes"	"public"	"reports_clean_20140428"	"reports_clean_20140428_build_type"	0.00	0.00	"58 MB"	"461 MB"
"Never Used Indexes"	"public"	"reports_clean_20140421"	"reports_clean_20140421_flash_version_id"	0.00	0.00	"58 MB"	"460 MB"
"Never Used Indexes"	"public"	"reports_clean_20140421"	"reports_clean_20140421_os_name"	0.00	0.00	"58 MB"	"460 MB"
"Never Used Indexes"	"public"	"reports_clean_20140421"	"reports_clean_20140421_os_version_id"	0.00	0.00	"58 MB"	"460 MB"
"Never Used Indexes"	"public"	"reports_clean_20140428"	"reports_clean_20140428_os_version_id"	0.00	0.00	"58 MB"	"461 MB"
"Never Used Indexes"	"public"	"reports_clean_20140428"	"reports_clean_20140428_process_type"	0.00	0.00	"58 MB"	"461 MB"
